"","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday","open.days","Monday.hour","Tuesday.hour","Thursday.hour","Wednesday.hour","Friday.hour","Saturday.hour","Sunday.hour"
"2544",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2545","11:30-2:0","11:30-2:0","11:30-2:0","11:30-2:0","11:30-2:0","11:30-2:0","11:30-2:0",7,14.5,14.5,14.5,14.5,14.5,14.5,14.5
"2546","10:30-22:0","10:30-22:0","10:30-22:0","10:30-22:0","10:30-23:0","10:30-23:0","10:30-22:0",7,11.5,11.5,11.5,11.5,12.5,12.5,11.5
"2547","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","10:0-23:0","10:0-23:0",7,12,12,12,12,12,13,13
"2548","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-1:0","11:0-0:0",7,13,13,13,13,14,14,13
"2549","0:0-0:0","11:0-21:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-1:0","11:0-0:0",7,0,10,13,13,14,14,13
"2550","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30",7,15.5,15.5,15.5,15.5,15.5,15.5,15.5
"2551",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2552","0:0-0:0","9:0-14:0","9:0-19:0","9:0-19:0","9:0-19:0","9:0-12:0",NA,6,0,5,10,10,10,3,NA
"2553","9:0-21:0","9:0-21:0","9:0-21:0","9:0-21:0","9:0-21:0","9:0-21:0","10:0-18:0",7,12,12,12,12,12,12,8
"2554",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2555","7:0-0:0","7:0-0:0","7:0-0:0","7:0-0:0","7:0-0:0","7:0-0:0","7:0-0:0",7,17,17,17,17,17,17,17
"2556","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-0:0","11:0-0:0","12:0-20:0",7,11,11,11,11,13,13,8
"2557",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2558","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-1:0","11:0-1:0","11:0-22:0",7,12,12,12,12,14,14,11
"2559","9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","9:0-14:0",NA,6,9,9,9,9,9,5,NA
"2560","16:0-22:0","16:0-22:0","16:0-22:0","11:0-20:0","16:0-23:0","16:0-23:0","16:0-21:0",7,6,6,9,6,7,7,5
"2561","9:0-2:0","9:0-2:0","9:0-2:0","9:0-2:0","9:0-2:30","9:0-2:30",NA,6,17,17,17,17,17.5,17.5,NA
"2562",NA,"8:0-17:0","8:0-17:0","8:0-17:0","8:0-15:0","7:0-15:0",NA,5,NA,9,9,9,7,8,NA
"2563","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:30","11:0-2:30","10:0-2:0",7,15,15,15,15,15.5,15.5,16
"2564","8:0-18:0","8:0-18:0","8:0-18:0","8:0-18:0","8:0-18:0","8:0-15:0",NA,6,10,10,10,10,10,7,NA
"2565","11:0-22:0","11:0-22:0","11:0-22:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-21:0",7,11,11,13,11,13,13,10
"2566","0:0-0:0","11:30-20:0","11:30-20:0","11:30-20:0","11:30-22:0","11:30-22:0","11:30-20:0",7,0,8.5,8.5,8.5,10.5,10.5,8.5
"2567","11:30-21:0","11:30-21:0","11:30-21:0","11:30-21:0","23:0-2:0","23:0-2:0","11:30-21:0",7,9.5,9.5,9.5,9.5,3,3,9.5
"2568",NA,"8:0-18:0","11:0-18:0","8:0-18:0","8:0-18:0","8:0-15:0",NA,5,NA,10,10,7,10,7,NA
"2569","8:0-20:0","8:0-20:0","8:0-20:0","8:0-20:0","8:0-20:0","8:0-20:0","13:0-17:0",7,12,12,12,12,12,12,4
"2570","11:30-21:0","11:30-21:0","11:30-21:0","11:30-21:0","11:30-23:0","17:0-23:0","10:0-16:0",7,9.5,9.5,9.5,9.5,11.5,6,6
"2571","10:30-20:0","10:30-20:0","10:30-20:0","10:30-20:0","10:30-21:0","8:0-21:0","9:0-20:0",7,9.5,9.5,9.5,9.5,10.5,13,11
"2572","16:0-0:0","16:0-2:0","16:0-2:0","16:0-2:0","16:0-2:0","13:0-2:0","13:0-22:0",7,8,10,10,10,10,13,9
"2573",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2574","0:0-0:0","17:0-23:0","17:0-23:0","17:0-23:0","17:0-0:0","14:0-0:0",NA,6,0,6,6,6,7,10,NA
"2575","10:0-23:59","11:0-1:0","10:0-23:59","10:0-23:59","10:0-1:0","10:0-1:0","10:0-23:59",7,13.9833333333333,14,13.9833333333333,13.9833333333333,15,15,13.9833333333333
"2576",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2577","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-0:0","10:0-0:0","10:0-21:0",7,11,11,11,11,13,14,11
"2578","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",7,12,12,12,12,12,12,12
"2579","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-21:0",7,11,11,11,11,12,12,10
"2580","0:0-0:0","11:0-17:0","11:0-17:0","11:0-22:0","11:0-22:0","11:0-22:0",NA,6,0,6,11,6,11,11,NA
"2581",NA,NA,NA,NA,"21:0-1:0",NA,NA,1,NA,NA,NA,NA,4,NA,NA
"2582","16:0-22:0","16:0-22:0","16:0-0:0","16:0-22:0","16:0-1:0","16:0-1:0","16:0-0:0",7,6,6,6,8,9,9,8
"2583","0:0-0:0","11:0-20:0","11:0-20:0","11:0-20:0","11:0-20:30","11:0-20:30","11:0-17:0",7,0,9,9,9,9.5,9.5,6
"2584","15:30-22:0","15:30-22:0","15:30-22:0","15:30-22:0","15:30-0:0","10:30-0:0","9:0-19:0",7,6.5,6.5,6.5,6.5,8.5,13.5,10
"2585","15:0-22:0","15:0-22:0","15:0-22:0","15:0-0:0","15:0-0:0","15:0-0:0",NA,6,7,7,9,7,9,9,NA
"2586","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","15:0-21:0","15:0-21:0",7,10,10,10,10,10,6,6
"2587","4:0-22:0","4:0-21:0","4:0-21:0","4:0-21:0","4:0-21:0","4:0-21:0","4:0-21:0",7,18,17,17,17,17,17,17
"2588",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2589",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2590","6:30-16:30","6:30-16:30","6:30-16:30","6:30-16:30","6:30-16:30",NA,NA,5,10,10,10,10,10,NA,NA
"2591","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0",NA,6,12,12,12,12,12,12,NA
"2592",NA,"10:0-21:0","10:0-21:0","10:0-21:0","10:0-22:0","10:0-22:0","9:0-20:0",6,NA,11,11,11,12,12,11
"2593","0:0-0:0","11:30-2:30","11:30-2:30","11:30-2:30","11:30-2:30","11:30-2:30",NA,6,0,15,15,15,15,15,NA
"2594","0:0-0:0","12:0-19:0","12:0-19:0","12:0-19:0","12:0-22:0","12:0-22:0","12:0-18:0",7,0,7,7,7,10,10,6
"2595","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-0:0","13:0-0:0",NA,6,11,11,11,11,13,11,NA
"2596",NA,"17:0-21:0","17:0-21:0","17:0-21:0","17:0-22:0","17:0-22:0","17:0-21:0",6,NA,4,4,4,5,5,4
"2597","12:0-0:0","12:0-0:0","12:0-0:0","12:0-0:0","12:0-2:0","12:0-2:0",NA,6,12,12,12,12,14,14,NA
"2598","19:0-0:0","19:0-0:0","17:0-0:0","17:0-0:0","14:0-2:0","14:0-2:0","14:0-0:0",7,5,5,7,7,12,12,10
"2599","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","9:0-17:0","9:0-17:0",NA,6,10,10,10,10,8,8,NA
"2600",NA,NA,NA,NA,"19:0-1:30","19:0-1:30",NA,2,NA,NA,NA,NA,6.5,6.5,NA
"2601",NA,"11:0-19:0","11:0-19:0","11:0-19:0","11:0-19:0","10:0-18:0",NA,5,NA,8,8,8,8,8,NA
"2602","8:45-18:45","5:45-19:15","5:45-18:45","8:45-19:15","5:45-17:30","7:30-12:15","8:45-16:0",7,10,13.5,10.5,13,11.75,4.75,7.25
"2603","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0",7,10,10,10,10,10,10,10
"2604",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2605","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"2606",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2607","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-21:0",7,11,11,11,11,12,12,10
"2608","8:0-21:0","8:0-21:0","8:0-21:0","8:0-21:0","8:0-21:0","9:0-9:15","11:0-18:0",7,13,13,13,13,13,15,7
"2609","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-18:0",7,10,10,10,10,10,10,7
"2610",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2611","7:0-21:0","7:0-21:0","7:0-21:0","7:0-21:0","7:0-21:0","8:0-21:0","9:0-20:0",7,14,14,14,14,14,13,11
"2612","17:0-21:0","17:0-21:0","17:0-21:0","17:0-21:0","17:0-22:0","17:0-22:0","17:0-21:0",7,4,4,4,4,5,5,4
"2613","0:0-0:0","17:0-23:0","17:0-23:0","17:0-23:0","16:0-1:0","16:0-1:0",NA,6,0,6,6,6,9,9,NA
"2614","8:30-23:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","8:30-1:0","8:30-16:0",7,14.5,14,14,14,14,16.5,7.5
"2615","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"2616","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-18:0","11:0-17:0",7,11,11,11,11,11,9,6
"2617","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","12:0-22:0","12:0-22:0",7,11,11,11,11,11,10,10
"2618","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0",7,11,11,11,11,12,12,11
"2619","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-1:0","11:0-1:0","11:0-23:0",7,12,12,12,12,14,14,12
"2620",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2621","0:0-0:0","7:30-18:0","7:30-15:0","7:30-18:0","10:0-18:0","9:0-18:0",NA,6,0,10.5,10.5,7.5,8,9,NA
"2622","16:0-22:0","16:0-22:0","16:0-22:0","16:0-22:0","16:0-22:0","16:0-22:0",NA,6,6,6,6,6,6,6,NA
"2623","7:0-20:0","7:0-20:0","7:0-20:0","7:0-20:0","7:0-20:0",NA,NA,5,13,13,13,13,13,NA,NA
"2624","10:0-2:0","10:0-2:0","10:0-2:0","10:0-2:0","10:0-2:0","10:0-2:0","10:0-2:0",7,16,16,16,16,16,16,16
"2625","0:0-0:0","16:0-22:0","16:0-22:0","16:0-23:0","14:0-23:0","14:0-23:0","11:0-20:0",7,0,6,7,6,9,9,9
"2626","20:0-2:0",NA,"16:0-2:0","16:0-2:0","16:0-2:0","21:0-2:0",NA,5,6,NA,10,10,10,5,NA
"2627","16:0-0:0","16:0-0:0","16:0-0:0","16:0-0:0","16:0-2:0","11:0-2:0","11:0-0:0",7,8,8,8,8,10,15,13
"2628",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2629","7:30-19:30","7:30-21:30","7:30-19:30","7:30-21:30","7:30-21:30","7:30-21:30","7:30-19:30",7,12,14,14,12,14,14,12
"2630","15:0-2:0","15:0-2:0","15:0-2:0","15:0-2:0","12:0-2:0","12:0-2:0","12:0-2:0",7,11,11,11,11,14,14,14
"2631","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","13:0-2:0",7,15,15,15,15,15,15,13
"2632","0:0-0:0","17:0-0:30","16:0-22:0","16:0-22:0","16:0-23:30","17:0-23:30",NA,6,0,7.5,6,6,7.5,6.5,NA
"2633",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2634","0:0-0:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-18:0","10:0-16:0",7,0,11,11,11,11,9,6
"2635","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"2636","15:0-2:30","15:0-2:30","15:0-2:30","15:0-2:30","15:0-2:30","12:0-2:30","12:0-2:30",7,11.5,11.5,11.5,11.5,11.5,14.5,14.5
"2637","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-1:0","11:0-23:0",7,13,13,13,13,14,14,12
"2638","0:0-0:0","7:0-18:30","7:0-18:30","7:0-18:30","7:0-17:30","8:0-17:0","8:0-17:0",7,0,11.5,11.5,11.5,10.5,9,9
"2639",NA,"9:0-18:0","9:0-18:0","9:0-18:0","9:0-18:0","9:0-13:0",NA,5,NA,9,9,9,9,4,NA
"2640","16:0-22:0","16:0-22:0","16:0-22:0","16:0-22:0","16:0-23:0","16:0-23:0","16:0-21:0",7,6,6,6,6,7,7,5
"2641","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-22:0",7,12,12,12,12,12,12,11
"2642",NA,"16:0-21:0","16:0-21:0","16:0-21:0","16:0-22:0","16:0-22:0",NA,5,NA,5,5,5,6,6,NA
"2643",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2644","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0",7,14,14,14,14,14,14,14
"2645","17:0-21:0","17:0-21:0","17:0-21:0","17:0-21:0","17:0-22:0","16:30-22:0","16:30-21:0",7,4,4,4,4,5,5.5,4.5
"2646","7:0-19:30","7:0-19:30","7:0-19:30","7:0-19:30","7:0-19:30","9:0-17:0",NA,6,12.5,12.5,12.5,12.5,12.5,8,NA
"2647","0:0-0:0",NA,"12:0-22:0","12:0-22:0","11:0-23:0","11:0-23:0","11:0-21:0",6,0,NA,10,10,12,12,10
"2648","16:0-2:30","16:0-2:30","16:0-2:30","16:0-2:30","16:0-2:30","16:0-2:30","16:0-2:30",7,10.5,10.5,10.5,10.5,10.5,10.5,10.5
"2649",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2650",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2651","0:0-0:0","10:45-21:30","10:45-21:30","10:45-21:30","10:45-21:30","10:45-21:30","10:45-21:30",7,0,10.75,10.75,10.75,10.75,10.75,10.75
"2652","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-1:0","11:0-23:0",7,13,13,13,13,14,14,12
"2653",NA,NA,NA,NA,"22:0-2:30","22:0-2:30",NA,2,NA,NA,NA,NA,4.5,4.5,NA
"2654",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2655","17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0","11:0-22:0","12:0-21:0",7,5,5,5,5,5,11,9
"2656",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2657",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2658",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2659","12:0-2:30","12:0-2:30","12:0-2:30","12:0-2:30","12:0-2:30","12:0-2:30","12:0-2:30",7,14.5,14.5,14.5,14.5,14.5,14.5,14.5
"2660","11:0-22:0","11:0-22:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-22:0",7,11,11,13,13,13,13,11
"2661","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-21:0","10:0-18:0",7,11,11,11,11,11,11,8
"2662","0:0-0:0","12:0-16:0","15:0-22:0","15:0-22:0","14:0-23:0","12:0-23:0","12:0-17:0",7,0,4,7,7,9,11,5
"2663","8:0-2:0","8:0-2:0","8:0-2:0","8:0-2:0","8:0-2:0","8:0-2:0","8:0-2:0",7,18,18,18,18,18,18,18
"2664",NA,"17:0-2:0","17:0-2:0","17:0-2:0","17:0-2:0","17:0-2:0","17:0-2:0",6,NA,9,9,9,9,9,9
"2665",NA,"8:0-17:30","9:0-17:30","9:0-18:30","8:0-17:30","8:0-14:30",NA,5,NA,9.5,9.5,8.5,9.5,6.5,NA
"2666","16:0-2:30","16:0-2:30","16:0-2:30","16:0-2:30","16:0-2:30","11:0-2:30","11:0-2:30",7,10.5,10.5,10.5,10.5,10.5,15.5,15.5
"2667","0:0-0:0","16:30-22:0","16:30-22:0","16:30-22:0","16:30-22:0","16:30-22:0","16:30-21:0",7,0,5.5,5.5,5.5,5.5,5.5,4.5
"2668","0:0-0:0","10:0-20:0","10:0-20:0","10:0-20:0","10:0-20:0","9:0-18:0","10:0-16:0",7,0,10,10,10,10,9,6
"2669",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2670","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0",7,11,11,11,11,12,12,11
"2671",NA,"16:0-21:0","11:0-21:0","11:0-21:0","11:0-21:30","16:0-21:30","16:0-20:0",6,NA,5,10,10,10.5,5.5,4
"2672","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"2673",NA,NA,NA,NA,"6:0-1:30","18:0-1:30",NA,2,NA,NA,NA,NA,19.5,7.5,NA
"2674","11:0-1:0","11:0-1:0","11:0-1:0","11:0-1:0","11:0-2:0","11:0-2:0","12:0-23:0",7,14,14,14,14,15,15,11
"2675","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0",7,11,11,11,11,11,11,11
"2676","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:0","11:0-0:0","11:0-23:0",7,12,12,12,12,13,13,12
"2677","11:0-21:30","11:0-21:30",NA,"11:0-21:30","11:0-21:30","11:0-21:30","12:0-21:30",6,10.5,10.5,10.5,NA,10.5,10.5,9.5
"2678",NA,"16:0-23:0","16:0-23:0","16:0-23:0","16:0-1:0","16:0-1:0",NA,5,NA,7,7,7,9,9,NA
"2679","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","12:0-2:0",7,15,15,15,15,15,15,14
"2680","12:0-18:0","15:0-21:0","15:0-21:0","15:0-21:0","15:0-23:0","11:0-23:0","12:0-20:0",7,6,6,6,6,8,12,8
"2681","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:30","11:0-2:30","11:0-2:0",7,15,15,15,15,15.5,15.5,15
"2682","8:0-2:0","8:0-2:0","8:0-2:0","8:0-2:0","8:0-2:30","8:0-2:30","8:0-2:0",7,18,18,18,18,18.5,18.5,18
"2683",NA,"17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0","17:0-22:0",NA,5,NA,5,5,5,5,5,NA
"2684","0:0-0:0","16:0-2:0","16:0-2:0","16:0-0:0","16:0-2:0","19:0-2:0",NA,6,0,10,8,10,10,7,NA
"2685","6:0-2:0","6:0-2:0","6:0-2:0","6:0-2:0","6:0-2:30","6:0-2:30","6:0-2:0",7,20,20,20,20,20.5,20.5,20
"2686","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-1:0","12:0-22:0",7,13,13,13,13,14,14,10
"2687",NA,"11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:30","11:0-2:30",NA,5,NA,15,15,15,15.5,15.5,NA
"2688","11:0-22:0","11:0-22:0","11:0-21:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-21:0",7,11,11,11,10,12,12,10
"2689",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2690","19:0-2:0","19:0-2:0","19:0-2:0","19:0-2:0","19:0-2:0","19:0-2:0",NA,6,7,7,7,7,7,7,NA
"2691","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-23:0","11:0-23:0","11:0-21:0",7,10,10,10,10,12,12,10
"2692","14:0-22:0","14:0-22:0","14:0-22:0","14:0-22:0","12:0-22:0","12:0-22:0","12:0-20:0",7,8,8,8,8,10,10,8
"2693","7:0-2:30","7:0-2:30","7:0-2:30","7:0-2:30","7:0-2:30","7:0-2:30","7:0-2:30",7,19.5,19.5,19.5,19.5,19.5,19.5,19.5
"2694","15:0-2:30","15:0-2:30","15:0-2:30","15:0-2:30","15:0-2:30","15:0-2:30",NA,6,11.5,11.5,11.5,11.5,11.5,11.5,NA
"2695","19:0-1:0","19:0-1:0","19:0-1:0","19:0-1:0","19:0-1:0","19:0-1:0",NA,6,6,6,6,6,6,6,NA
"2696","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"2697","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0",7,15,15,15,15,15,15,15
"2698","14:0-2:30","14:0-2:30","14:0-2:30","14:0-2:30","14:0-2:30","14:0-2:30","12:0-2:30",7,12.5,12.5,12.5,12.5,12.5,12.5,14.5
"2699","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0",7,0,0,0,0,0,0,0
"2700","7:0-2:0","8:0-21:0","11:0-21:0","11:0-21:0","7:0-2:30","7:0-2:30","7:0-2:0",7,19,13,10,10,19.5,19.5,19
"2701","6:0-21:0","6:0-21:0","6:0-21:0","5:0-15:0","6:0-20:0","8:0-15:0","8:0-15:0",7,15,15,10,15,14,7,7
"2702","12:0-21:0","12:0-21:0","12:0-21:0","12:0-21:0","12:0-22:0","12:0-22:0","12:0-21:0",7,9,9,9,9,10,10,9
"2703","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-1:0","11:0-23:0",7,13,13,13,13,14,14,12
"2704","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","11:0-2:30","7:0-2:30",7,15.5,15.5,15.5,15.5,15.5,15.5,19.5
"2705","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:0","11:0-0:0","11:0-22:0",7,12,12,12,12,13,13,11
"2706",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2707",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2708","0:0-0:0","11:30-21:30","11:30-21:30","11:30-21:30","11:30-22:30","11:30-22:30","12:0-21:30",7,0,10,10,10,11,11,9.5
"2709","11:0-22:30","11:0-22:30","11:0-1:0","11:0-1:0","11:0-1:0","12:0-2:0","12:0-21:30",7,11.5,11.5,14,14,14,14,9.5
"2710",NA,"16:0-22:0","16:0-22:0","16:0-22:0","16:0-22:0","17:0-22:0","16:0-22:0",6,NA,6,6,6,6,5,6
"2711","0:0-0:0","7:30-15:30","7:30-15:30","7:30-15:30","7:30-17:0","7:30-17:0",NA,6,0,8,8,8,9.5,9.5,NA
"2712","12:0-19:0","10:0-19:0","12:0-19:0","10:0-19:0","10:0-19:0","10:0-16:0",NA,6,7,9,9,7,9,6,NA
"2713","0:0-0:0","15:0-2:0","15:0-2:0","15:0-2:0","15:0-2:0","15:0-2:0",NA,6,0,11,11,11,11,11,NA
"2714","8:0-23:0","8:0-23:0","8:0-23:0","8:0-23:0","8:0-0:0","8:0-0:0","8:0-22:0",7,15,15,15,15,16,16,14
"2715","17:0-2:30","17:0-2:30","17:0-2:30","17:0-2:30","17:0-2:30","17:0-2:30",NA,6,9.5,9.5,9.5,9.5,9.5,9.5,NA
"2716",NA,"11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0","11:0-17:0",6,NA,10,10,10,11,11,6
"2717","12:0-2:30","12:0-2:30","12:0-2:30","12:0-2:30","12:0-2:30","12:0-2:30","12:0-2:30",7,14.5,14.5,14.5,14.5,14.5,14.5,14.5
"2718","11:0-23:0","11:0-23:0","11:0-0:30","11:0-0:30","11:0-1:30","10:30-1:30",NA,6,12,12,13.5,13.5,14.5,15,NA
"2719","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-2:0","17:0-22:0","12:0-0:0",7,13,13,13,13,15,5,12
"2720","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","12:0-2:0","12:0-2:0",7,15,15,15,15,15,14,14
"2721",NA,"4:0-17:30","4:0-17:30","4:0-10:0","4:0-17:30","4:0-12:0",NA,5,NA,13.5,6,13.5,13.5,8,NA
"2722",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2723",NA,"11:0-20:30","11:0-20:30","11:0-20:30","11:0-21:0","11:0-21:0","11:0-20:0",6,NA,9.5,9.5,9.5,10,10,9
"2724","12:0-22:0","12:0-22:0","12:0-22:0","12:0-22:0","12:0-2:0","12:0-2:0","14:0-21:0",7,10,10,10,10,14,14,7
"2725",NA,"11:0-0:0","11:0-0:0","11:0-0:0","11:0-2:0","11:0-2:0","11:0-19:0",6,NA,13,13,13,15,15,8
"2726",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2727",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2728","0:0-0:0","11:30-19:0","11:30-2:30","11:30-2:30","11:30-2:30","11:30-2:30","11:30-23:0",7,0,7.5,15,15,15,15,11.5
"2729",NA,"15:0-2:0","15:0-2:0","15:0-2:0","15:0-2:0","11:0-2:0","11:0-0:0",6,NA,11,11,11,11,15,13
"2730","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-2:30","11:0-2:30","13:0-0:0",7,13,13,13,13,15.5,15.5,11
"2731","11:30-14:0","11:30-20:0","11:30-20:0","11:30-20:0","11:30-20:0","11:30-20:0",NA,6,2.5,8.5,8.5,8.5,8.5,8.5,NA
"2732",NA,"9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0","9:0-20:0",NA,5,NA,11,11,11,11,11,NA
"2733","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0",7,11,11,11,11,12,12,11
"2734",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
